datetime,temperature,humidity
2023-01-01 00:00:00,20.19584525509768,51.54416506299482
2023-01-01 01:00:00,20.390504836450223,63.687455625226605
2023-01-01 02:00:00,23.05771294288732,61.20376589744284
2023-01-01 03:00:00,22.056879253901513,77.15055119463292
2023-01-01 04:00:00,25.657367188600183,70.14805630384649
2023-01-01 05:00:00,25.674049828184213,60.51470273000227
2023-01-01 06:00:00,25.701071602226506,73.76670810552267
2023-01-01 07:00:00,26.329958205595897,71.22430845019525
2023-01-01 08:00:00,26.585111812206577,73.76927184610251
2023-01-01 09:00:00,25.210462094861203,67.50804238008074
2023-01-01 10:00:00,21.38980781740114,59.30772008008113
2023-01-01 11:00:00,20.814302307416387,49.05488972060359
2023-01-01 12:00:00,20.24294890053944,48.95488371356987
2023-01-01 13:00:00,19.666533081244356,40.57101682690308
2023-01-01 14:00:00,19.01765902046912,37.09738275097639
2023-01-01 15:00:00,16.802786433944476,38.8007563983721
2023-01-01 16:00:00,16.98327986168213,41.02901444606827
2023-01-01 17:00:00,15.602628307348342,32.65484112333354
2023-01-01 18:00:00,15.635461800725519,24.020584689824076
2023-01-01 19:00:00,15.068284594262678,32.904496815319334
2023-01-01 20:00:00,16.106985210508743,38.662649357539486
2023-01-01 21:00:00,16.526995050824024,32.808949854672136
2023-01-01 22:00:00,17.990230490682315,39.329914166635405
2023-01-01 23:00:00,21.275490017386137,44.897060071595554
2023-01-02 00:00:00,20.614264076104117,46.07550843458879
2023-01-02 01:00:00,25.535672849883333,58.417783071269724
2023-01-02 02:00:00,24.645795449512878,59.39525925696109
2023-01-02 03:00:00,25.41381842808418,66.23979784326609
2023-01-02 04:00:00,25.203820046309858,62.88304718667826
2023-01-02 05:00:00,27.29816979786355,67.13122502416431
2023-01-02 06:00:00,26.226299909567064,73.61190678913886
2023-01-02 07:00:00,26.78476345783066,67.45435076532254
2023-01-02 08:00:00,28.7519590544794,75.9553273318558
2023-01-02 09:00:00,25.327240666824817,62.143954695657925
2023-01-02 10:00:00,25.560418937857957,61.12342362875943
2023-01-02 11:00:00,22.52277045296485,59.839335061415866
2023-01-02 12:00:00,21.91486733386669,42.90817133533485
2023-01-02 13:00:00,22.441838356589486,36.019575038045716
2023-01-02 14:00:00,18.850694594662496,32.37171842714954
2023-01-02 15:00:00,20.26433907185068,42.17078489340498
2023-01-02 16:00:00,18.372032510895643,29.92020119484899
2023-01-02 17:00:00,16.60650550223719,43.472479902559904
